Day,Time,Website,Hop No,IP,Time1,Time2,Time3
11 Apr,20:00:01,www.bijt.net,21,154.54.165.30,137.857,138.169,133.324
11 Apr,20:00:01,www.bijt.net,22,154.54.166.70,132.585,132.972,137.606
11 Apr,20:00:01,www.bijt.net,23,154.54.45.162,139.805,144.140,143.752
11 Apr,20:00:01,www.bijt.net,24,154.54.27.118,142.889,138.725,143.159
11 Apr,20:00:01,www.bijt.net,25,154.54.86.41,140.490,136.292,140.753
11 Apr,20:00:01,www.bijt.net,26,38.104.84.15,142.198,146.539,146.804
11 Apr,20:00:01,www.bijt.net,27,104.171.226.68,146.483,146.614,142.089
11 Apr,20:00:01,www.bijt.net,28,172.80.0.167,146.008,145.851,146.021
11 Apr,20:00:01,www.ntua.gr,1,192.168.25.1,0.517,0.435,0.473
11 Apr,20:00:01,www.ntua.gr,2,139.222.0.1,7.196,3.995,9.847
11 Apr,20:00:01,www.ntua.gr,3,10.0.0.1,5.188,11.042,14.471
11 Apr,20:00:01,www.ntua.gr,4,193.62.92.125,1.248,1.356,1.337
11 Apr,20:00:01,www.ntua.gr,5,10.11.1.0,1.522,1.450,1.390
11 Apr,20:00:01,www.ntua.gr,6,146.97.141.116,4.086,4.192,4.441
11 Apr,20:00:01,www.ntua.gr,7,146.97.38.49,4.496,5.252,5.071
11 Apr,20:00:01,www.ntua.gr,8,146.97.33.5,20.252,19.519,19.450
11 Apr,20:00:01,www.ntua.gr,14,62.40.124.43,51.799,50.403,50.465
11 Apr,20:00:01,www.ntua.gr,15,62.217.100.72,59.853,59.844,59.948
11 Apr,20:00:01,www.ntua.gr,16,62.217.96.169,60.961,61.211,61.116
11 Apr,20:00:01,www.harenet.ad.jp,1,192.168.25.1,0.707,0.644,0.573
11 Apr,20:00:01,www.harenet.ad.jp,2,139.222.0.1,4.198,12.216,15.185
11 Apr,20:00:01,www.harenet.ad.jp,3,10.0.0.1,3.936,6.850,13.244
11 Apr,20:00:01,www.harenet.ad.jp,4,193.62.92.125,1.223,1.177,1.339
11 Apr,20:00:01,www.harenet.ad.jp,5,10.11.1.0,1.617,1.464,1.402
11 Apr,20:00:01,www.harenet.ad.jp,6,146.97.141.116,4.027,4.217,4.164
11 Apr,20:00:01,www.harenet.ad.jp,7,146.97.38.49,5.422,4.738,4.658
11 Apr,20:00:01,www.harenet.ad.jp,8,146.97.33.61,4.624,9.653,4.752
11 Apr,20:00:01,www.harenet.ad.jp,9,146.97.35.194,4.707,4.728,4.695
11 Apr,20:00:01,www.harenet.ad.jp,11,62.115.142.244,6.728,6.671,6.621
11 Apr,20:00:01,www.harenet.ad.jp,12,62.115.138.216,4.999,5.063,5.005
11 Apr,20:00:01,www.harenet.ad.jp,13,62.115.133.239,11.567,12.310,11.317
11 Apr,20:00:01,www.harenet.ad.jp,14,62.115.124.57,21.342,24.296,25.922
11 Apr,20:00:01,www.harenet.ad.jp,15,62.115.140.51,160.046,226.783,174.314
11 Apr,20:00:01,www.harenet.ad.jp,16,62.115.140.51,233.972,224.985,232.787
11 Apr,20:00:01,www.harenet.ad.jp,17,62.115.139.45,158.275,158.605,231.351
11 Apr,20:00:01,www.harenet.ad.jp,18,62.115.140.15,241.871,225.908,331.430
11 Apr,20:00:01,www.harenet.ad.jp,20,213.248.82.234,242.130,244.590,243.816
11 Apr,20:00:01,www.harenet.ad.jp,21,211.125.114.70,243.841,238.743,260.796
12 Apr,06:00:02,www.washington.edu,1,192.168.25.1,1.075,0.966,1.013
12 Apr,06:00:02,www.washington.edu,2,139.222.0.1,4.522,10.678,7.610
12 Apr,06:00:02,www.washington.edu,3,10.0.0.1,22.263,19.320,25.278
12 Apr,06:00:02,www.washington.edu,4,193.62.92.125,1.767,1.742,1.717
12 Apr,06:00:02,www.washington.edu,5,10.11.1.0,2.026,2.002,1.917
12 Apr,06:00:02,www.washington.edu,6,146.97.141.116,4.550,4.612,4.510
12 Apr,06:00:02,www.washington.edu,7,146.97.38.49,4.649,4.804,4.766
12 Apr,06:00:02,www.washington.edu,8,146.97.33.61,4.741,4.855,4.821
12 Apr,06:00:02,www.washington.edu,9,72.14.205.74,4.970,4.758,4.763
12 Apr,06:00:02,www.bijt.net,1,192.168.25.1,0.819,0.739,0.646
12 Apr,06:00:02,www.bijt.net,2,139.222.0.1,4.260,7.154,10.085
12 Apr,06:00:02,www.bijt.net,3,10.0.0.1,4.737,13.557,16.447
12 Apr,06:00:02,www.bijt.net,4,193.62.92.125,1.421,1.358,1.296
12 Apr,06:00:02,www.bijt.net,5,10.11.1.0,1.522,1.460,1.321
12 Apr,06:00:02,www.bijt.net,6,146.97.141.116,5.306,5.026,4.952
12 Apr,06:00:02,www.bijt.net,7,146.97.38.49,5.313,5.852,5.708
12 Apr,06:00:02,www.bijt.net,8,146.97.33.61,4.642,4.994,4.910
12 Apr,06:00:02,www.bijt.net,9,146.97.35.194,4.849,4.919,4.828
12 Apr,06:00:02,www.bijt.net,10,212.187.216.237,5.013,4.936,4.834
12 Apr,06:00:02,www.bijt.net,14,154.54.72.182,5.937,5.813,5.887
12 Apr,06:00:02,www.bijt.net,15,154.54.167.29,80.016,79.954,80.263
12 Apr,06:00:02,www.bijt.net,16,154.54.169.226,82.738,83.453,82.458
12 Apr,06:00:02,www.bijt.net,17,154.54.169.185,82.526,87.017,87.077
12 Apr,06:00:02,www.bijt.net,18,154.54.6.221,93.820,93.780,93.753
12 Apr,06:00:02,www.bijt.net,19,154.54.165.133,100.768,104.885,104.861
12 Apr,06:00:02,www.bijt.net,20,154.54.31.93,111.400,111.961,115.858
12 Apr,06:00:02,www.bijt.net,21,154.54.165.30,137.931,138.238,134.024
12 Apr,06:00:02,www.bijt.net,22,154.54.166.58,137.589,141.530,133.266
12 Apr,06:00:02,www.bijt.net,23,154.54.45.162,143.860,142.998,144.207
12 Apr,06:00:02,www.bijt.net,24,154.54.27.118,143.403,138.346,138.821
12 Apr,06:00:02,www.bijt.net,25,154.54.86.41,140.711,140.528,135.971
12 Apr,06:00:02,www.bijt.net,26,38.104.84.15,153.553,142.577,142.536
12 Apr,06:00:02,www.bijt.net,27,104.171.226.68,146.734,146.656,142.297
12 Apr,06:00:02,www.bijt.net,28,172.80.0.167,146.146,141.530,146.016
12 Apr,06:00:02,www.ntua.gr,1,192.168.25.1,1.040,0.927,0.856
12 Apr,06:00:02,www.ntua.gr,2,139.222.0.1,7.701,4.713,13.112
12 Apr,06:00:02,www.ntua.gr,3,10.0.0.1,23.568,26.673,29.895
12 Apr,06:00:02,www.ntua.gr,4,193.62.92.125,1.420,1.358,1.297
12 Apr,06:00:02,www.ntua.gr,5,10.11.1.0,1.368,1.439,1.378
12 Apr,06:00:02,www.ntua.gr,6,146.97.141.116,4.439,4.454,4.306
12 Apr,06:00:02,www.ntua.gr,7,146.97.38.49,6.934,6.094,6.028
12 Apr,06:00:02,www.ntua.gr,8,146.97.33.5,5.189,5.419,5.347
12 Apr,06:00:02,www.ntua.gr,14,62.40.124.43,50.616,50.833,50.751
12 Apr,06:00:02,www.ntua.gr,15,62.217.100.72,60.109,62.830,60.062
12 Apr,06:00:02,www.ntua.gr,16,62.217.96.169,61.405,61.238,61.746
12 Apr,06:00:02,www.harenet.ad.jp,1,192.168.25.1,0.720,0.658,0.606
12 Apr,06:00:02,www.harenet.ad.jp,2,139.222.0.1,12.819,18.807,15.730
12 Apr,06:00:02,www.harenet.ad.jp,3,10.0.0.1,4.416,7.266,10.465
12 Apr,06:00:02,www.harenet.ad.jp,4,193.62.92.125,1.587,1.526,1.469
12 Apr,06:00:02,www.harenet.ad.jp,5,10.11.1.0,1.625,1.573,1.485
12 Apr,06:00:02,www.harenet.ad.jp,6,146.97.141.116,4.323,4.361,4.313
12 Apr,06:00:02,www.harenet.ad.jp,7,146.97.38.49,15.969,14.842,14.787
12 Apr,06:00:02,www.harenet.ad.jp,8,146.97.33.61,4.828,11.398,4.655
12 Apr,06:00:02,www.harenet.ad.jp,9,146.97.35.194,4.630,5.026,4.576
12 Apr,06:00:02,www.harenet.ad.jp,11,62.115.142.244,8.195,8.123,7.760
12 Apr,06:00:02,www.harenet.ad.jp,12,62.115.138.216,5.234,5.120,5.114
12 Apr,06:00:02,www.harenet.ad.jp,13,62.115.133.239,11.679,12.383,11.541
12 Apr,06:00:02,www.harenet.ad.jp,14,62.115.124.55,21.841,21.062,26.500
12 Apr,06:00:02,www.harenet.ad.jp,16,62.115.136.145,228.243,231.576,225.579
12 Apr,06:00:02,www.harenet.ad.jp,17,62.115.139.45,158.668,170.328,224.756
12 Apr,06:00:02,www.harenet.ad.jp,18,62.115.140.25,229.346,237.558,225.310
12 Apr,06:00:02,www.harenet.ad.jp,20,211.125.119.102,243.426,242.596,235.730
12 Apr,06:00:02,www.harenet.ad.jp,21,211.125.114.70,244.500,244.499,245.264
12 Apr,06:00:02,www.harenet.ad.jp,22,211.125.119.106,246.751,249.820,251.462
12 Apr,13:00:01,www.washington.edu,1,192.168.25.1,0.526,0.433,0.343
12 Apr,13:00:01,www.washington.edu,2,139.222.0.1,4.172,6.959,9.925
12 Apr,13:00:01,www.washington.edu,3,10.0.0.1,4.332,7.846,10.977
12 Apr,13:00:01,www.washington.edu,4,193.62.92.125,1.530,1.442,1.354
12 Apr,13:00:01,www.washington.edu,5,10.11.1.0,1.728,1.644,1.574
12 Apr,13:00:01,www.washington.edu,6,146.97.141.116,4.474,4.254,4.166
12 Apr,13:00:01,www.washington.edu,7,146.97.38.49,4.345,4.775,4.688
12 Apr,13:00:01,www.washington.edu,8,146.97.33.5,5.136,5.307,5.218
12 Apr,13:00:01,www.washington.edu,11,62.40.125.18,77.060,77.753,77.666
12 Apr,13:00:01,www.washington.edu,12,163.253.1.116,148.524,148.237,147.750
12 Apr,13:00:01,www.washington.edu,13,163.253.1.9,148.134,148.055,148.312
12 Apr,13:00:01,www.washington.edu,14,163.253.1.139,147.620,147.807,147.787
12 Apr,13:00:01,www.washington.edu,15,163.253.2.17,147.622,146.470,146.426
12 Apr,13:00:01,www.washington.edu,16,163.253.2.74,145.875,145.501,147.511
12 Apr,13:00:01,www.washington.edu,17,163.253.1.245,148.185,147.458,147.477
12 Apr,13:00:01,www.washington.edu,18,163.253.1.242,147.452,147.380,147.259
12 Apr,13:00:01,www.washington.edu,19,163.253.1.171,147.962,147.510,147.470
12 Apr,13:00:01,www.washington.edu,20,163.253.1.157,146.420,147.822,147.779
12 Apr,13:00:01,www.washington.edu,21,64.57.28.54,145.421,145.391,145.351
12 Apr,13:00:01,www.washington.edu,25,128.95.0.66,146.074,148.679,147.848
12 Apr,13:00:01,www.bijt.net,1,192.168.25.1,1.385,1.327,1.280
12 Apr,13:00:01,www.bijt.net,2,139.222.0.1,5.047,8.184,10.727
12 Apr,13:00:01,www.bijt.net,3,10.0.0.1,4.909,17.339,8.005
12 Apr,13:00:01,www.bijt.net,4,193.62.92.125,2.106,2.065,2.021
12 Apr,13:00:01,www.bijt.net,5,10.11.1.0,1.982,2.017,1.909
12 Apr,13:00:01,www.bijt.net,6,146.97.141.116,4.727,4.749,4.692
12 Apr,13:00:01,www.bijt.net,7,146.97.38.49,6.674,5.643,5.590
12 Apr,13:00:01,www.bijt.net,8,146.97.33.61,5.549,5.493,5.444
12 Apr,13:00:01,www.bijt.net,9,146.97.35.194,5.396,4.766,4.712
12 Apr,13:00:01,www.bijt.net,10,212.187.216.237,4.809,5.126,5.068
12 Apr,13:00:01,www.bijt.net,14,154.54.72.182,5.910,5.863,5.974
12 Apr,13:00:01,www.bijt.net,15,154.54.94.45,74.573,74.349,75.300
12 Apr,13:00:01,www.bijt.net,16,154.54.169.222,83.453,83.497,83.244
12 Apr,13:00:01,www.bijt.net,17,154.54.169.197,87.142,87.351,82.988
12 Apr,13:00:01,www.bijt.net,18,154.54.7.129,88.872,93.709,93.642
12 Apr,13:00:01,www.bijt.net,19,154.54.165.133,100.558,104.633,104.604
12 Apr,13:00:01,www.bijt.net,20,154.54.7.233,116.265,111.467,115.694
12 Apr,13:00:01,www.bijt.net,21,154.54.165.26,139.020,137.570,138.039
12 Apr,13:00:01,www.bijt.net,22,154.54.166.58,137.235,136.984,136.804
12 Apr,13:00:01,www.bijt.net,23,154.54.44.86,142.794,142.750,142.677
12 Apr,13:00:01,www.bijt.net,24,154.54.27.118,142.631,142.849,142.736
12 Apr,13:00:01,www.bijt.net,25,154.54.86.41,140.447,136.438,135.866
12 Apr,13:00:01,www.bijt.net,26,38.104.84.15,147.165,146.630,146.360
12 Apr,13:00:01,www.bijt.net,27,104.171.226.68,146.210,141.945,146.517
12 Apr,13:00:01,www.bijt.net,28,172.80.0.167,145.874,141.459,145.939
12 Apr,13:00:01,www.ntua.gr,1,192.168.25.1,0.689,0.594,0.529
12 Apr,13:00:01,www.ntua.gr,2,139.222.0.1,6.828,13.262,9.537
12 Apr,13:00:01,www.ntua.gr,4,193.62.92.125,1.686,1.584,1.507
12 Apr,13:00:01,www.ntua.gr,5,10.11.1.0,1.430,1.831,1.751
12 Apr,13:00:01,www.ntua.gr,6,146.97.141.116,4.553,4.689,4.622
12 Apr,13:00:01,www.ntua.gr,7,146.97.38.49,4.686,5.029,4.957
12 Apr,13:00:01,www.ntua.gr,8,146.97.33.5,7.374,7.320,7.131
12 Apr,13:00:01,www.ntua.gr,14,62.40.124.43,51.394,53.112,50.947
12 Apr,13:00:01,www.ntua.gr,15,62.217.100.72,64.824,62.169,59.917
12 Apr,13:00:01,www.ntua.gr,16,62.217.96.169,62.028,61.072,61.931
12 Apr,13:00:01,www.harenet.ad.jp,1,192.168.25.1,0.545,0.458,0.361
12 Apr,13:00:01,www.harenet.ad.jp,2,139.222.0.1,5.079,10.747,7.760
12 Apr,13:00:01,www.harenet.ad.jp,3,10.0.0.1,5.776,8.769,11.666
12 Apr,13:00:01,www.harenet.ad.jp,4,193.62.92.125,1.450,1.382,1.300
12 Apr,13:00:01,www.harenet.ad.jp,5,10.11.1.0,1.711,1.647,1.586
12 Apr,13:00:01,www.harenet.ad.jp,6,146.97.141.116,4.279,4.677,4.586
12 Apr,13:00:01,www.harenet.ad.jp,7,146.97.38.49,4.935,5.671,5.600
12 Apr,13:00:01,www.harenet.ad.jp,8,146.97.33.61,5.077,5.250,5.176
12 Apr,13:00:01,www.harenet.ad.jp,9,146.97.35.194,5.115,5.043,4.929
12 Apr,13:00:01,www.harenet.ad.jp,11,62.115.142.244,8.427,8.359,8.300
12 Apr,13:00:01,www.harenet.ad.jp,12,62.115.138.216,5.136,5.074,4.975
12 Apr,13:00:01,www.harenet.ad.jp,13,62.115.135.25,12.283,12.089,11.491
12 Apr,13:00:01,www.harenet.ad.jp,14,62.115.137.5,16.773,22.075,21.798
12 Apr,13:00:01,www.harenet.ad.jp,16,62.115.142.37,236.996,415.640,226.709
12 Apr,13:00:01,www.harenet.ad.jp,17,62.115.140.25,224.523,224.456,225.649
12 Apr,13:00:01,www.harenet.ad.jp,18,213.248.82.234,236.739,237.393,237.304
12 Apr,16:00:02,www.washington.edu,1,192.168.25.1,0.574,0.507,0.450
12 Apr,16:00:02,www.washington.edu,2,139.222.0.1,4.269,7.261,10.121
12 Apr,16:00:02,www.washington.edu,4,193.62.92.125,1.552,1.508,1.460
12 Apr,16:00:02,www.washington.edu,5,10.11.1.0,1.515,1.477,1.430
12 Apr,16:00:02,www.washington.edu,6,146.97.141.116,4.066,4.380,4.321
12 Apr,16:00:02,www.washington.edu,7,146.97.38.49,24.316,23.011,22.916
12 Apr,16:00:02,www.washington.edu,8,146.97.33.5,5.211,5.157,5.096
12 Apr,16:00:02,www.washington.edu,11,62.40.125.18,78.472,78.221,78.160
12 Apr,16:00:02,www.washington.edu,12,163.253.1.116,148.658,148.036,147.916
12 Apr,16:00:02,www.washington.edu,13,163.253.1.107,147.357,146.922,146.878
12 Apr,16:00:02,www.washington.edu,14,163.253.1.139,147.258,147.688,147.588
12 Apr,16:00:02,www.washington.edu,15,163.253.2.17,147.128,147.803,147.929
12 Apr,16:00:02,www.washington.edu,16,163.253.2.74,148.147,147.753,146.082
12 Apr,16:00:02,www.washington.edu,17,163.253.1.245,148.774,148.433,146.628
12 Apr,16:00:02,www.washington.edu,18,163.253.1.242,148.031,147.960,146.706
12 Apr,16:00:02,www.washington.edu,19,163.253.1.171,147.164,147.351,147.291
12 Apr,16:00:02,www.washington.edu,20,163.253.1.157,148.912,146.113,146.038
12 Apr,16:00:02,www.washington.edu,21,64.57.28.54,145.483,145.320,145.214
12 Apr,16:00:02,www.washington.edu,25,128.95.0.66,146.151,151.831,146.075
12 Apr,16:00:02,www.bijt.net,1,192.168.25.1,0.775,0.707,0.630
12 Apr,16:00:02,www.bijt.net,2,139.222.0.1,4.372,7.150,10.049
12 Apr,16:00:02,www.bijt.net,3,10.0.0.1,7.848,4.159,18.511
12 Apr,16:00:02,www.bijt.net,4,193.62.92.125,1.225,1.287,1.448
12 Apr,16:00:02,www.bijt.net,5,10.11.1.0,1.753,1.645,1.578
12 Apr,16:00:02,www.bijt.net,6,146.97.141.116,4.242,4.597,4.531
12 Apr,16:00:02,www.bijt.net,7,146.97.38.49,4.654,4.824,4.725
12 Apr,16:00:02,www.bijt.net,8,146.97.33.61,4.650,4.622,4.492
12 Apr,16:00:02,www.bijt.net,9,146.97.35.194,4.571,4.833,4.764
12 Apr,16:00:02,www.bijt.net,10,212.187.216.237,5.231,5.097,5.032
12 Apr,16:00:02,www.bijt.net,13,154.54.76.26,6.720,6.663,7.769
12 Apr,16:00:02,www.bijt.net,14,154.54.75.150,5.913,5.875,5.713
12 Apr,16:00:02,www.bijt.net,15,154.54.94.45,78.866,78.902,78.589
12 Apr,16:00:02,www.bijt.net,16,154.54.169.222,79.045,78.971,83.730
12 Apr,16:00:02,www.bijt.net,17,154.54.169.185,87.231,86.980,86.919
12 Apr,16:00:02,www.bijt.net,18,154.54.6.221,95.526,88.849,88.801
12 Apr,16:00:02,www.bijt.net,19,154.54.165.133,104.494,104.464,100.431
12 Apr,16:00:02,www.bijt.net,20,154.54.7.233,112.085,115.780,115.711
12 Apr,16:00:02,www.bijt.net,21,154.54.165.30,133.367,138.008,133.836
12 Apr,16:00:02,www.bijt.net,22,154.54.166.70,142.272,138.640,136.793
12 Apr,16:00:02,www.bijt.net,23,154.54.44.86,143.244,139.659,143.089
12 Apr,16:00:02,www.bijt.net,24,154.54.27.118,143.042,138.851,142.752
12 Apr,16:00:02,www.bijt.net,25,154.54.86.41,140.264,136.497,140.370
12 Apr,16:00:02,www.bijt.net,26,38.104.84.15,146.991,197.018,193.029
12 Apr,16:00:02,www.bijt.net,27,104.171.226.68,146.540,146.771,146.978
12 Apr,16:00:02,www.bijt.net,28,172.80.0.167,146.157,145.804,145.793
12 Apr,16:00:02,www.ntua.gr,1,192.168.25.1,0.699,0.620,0.567
12 Apr,16:00:02,www.ntua.gr,2,139.222.0.1,4.286,7.315,12.312
12 Apr,16:00:02,www.ntua.gr,4,193.62.92.125,1.251,1.603,1.558
12 Apr,16:00:02,www.ntua.gr,5,10.11.1.0,1.766,1.723,1.680
12 Apr,16:00:02,www.ntua.gr,6,146.97.141.116,4.724,4.540,4.487
12 Apr,16:00:02,www.ntua.gr,7,146.97.38.49,4.729,4.593,4.828
12 Apr,16:00:02,www.ntua.gr,8,146.97.33.5,5.182,5.483,5.431
12 Apr,16:00:02,www.ntua.gr,14,62.40.124.43,50.526,50.585,50.712
12 Apr,16:00:02,www.ntua.gr,15,62.217.100.72,60.283,63.087,60.157
12 Apr,16:00:02,www.ntua.gr,16,62.217.96.169,61.336,61.223,61.299
12 Apr,16:00:02,www.harenet.ad.jp,1,192.168.25.1,1.463,1.364,1.270
12 Apr,16:00:02,www.harenet.ad.jp,2,139.222.0.1,4.529,7.330,9.727
12 Apr,16:00:02,www.harenet.ad.jp,3,10.0.0.1,4.341,7.126,10.277
12 Apr,16:00:02,www.harenet.ad.jp,4,193.62.92.125,1.488,1.432,1.377
12 Apr,16:00:02,www.harenet.ad.jp,5,10.11.1.0,1.756,1.699,1.642
12 Apr,16:00:02,www.harenet.ad.jp,6,146.97.141.116,16.106,15.866,15.798
12 Apr,16:00:02,www.harenet.ad.jp,7,146.97.38.49,5.992,5.066,4.998
12 Apr,16:00:02,www.harenet.ad.jp,8,146.97.33.61,4.994,5.823,5.714
12 Apr,16:00:02,www.harenet.ad.jp,9,146.97.35.194,4.761,4.885,4.590
12 Apr,16:00:02,www.harenet.ad.jp,10,62.115.175.106,4.659,4.571,4.500
12 Apr,16:00:02,www.harenet.ad.jp,11,62.115.142.244,6.315,6.441,6.332
12 Apr,16:00:02,www.harenet.ad.jp,12,62.115.138.216,5.084,5.166,5.098
12 Apr,16:00:02,www.harenet.ad.jp,13,62.115.133.239,11.309,11.349,12.531
12 Apr,16:00:02,www.harenet.ad.jp,14,62.115.124.57,21.294,21.592,21.377
12 Apr,16:00:02,www.harenet.ad.jp,16,62.115.138.201,236.807,226.093,225.901
12 Apr,16:00:02,www.harenet.ad.jp,17,62.115.139.45,157.881,158.507,225.131
12 Apr,16:00:02,www.harenet.ad.jp,18,213.248.82.234,237.239,323.915,236.020
12 Apr,16:00:02,www.harenet.ad.jp,20,62.115.140.25,225.763,244.206,243.715
12 Apr,16:00:02,www.harenet.ad.jp,22,211.125.119.102,243.448,251.442,251.690
12 Apr,16:00:02,www.harenet.ad.jp,23,103.14.13.3,250.203,244.023,253.816
12 Apr,20:00:01,www.washington.edu,1,192.168.25.1,0.746,0.646,0.577
12 Apr,20:00:01,www.washington.edu,2,139.222.0.1,19.010,22.002,13.806
12 Apr,20:00:01,www.washington.edu,3,10.0.0.1,4.199,18.557,15.437
12 Apr,20:00:01,www.washington.edu,4,193.62.92.125,1.561,1.501,1.430
12 Apr,20:00:01,www.washington.edu,5,10.11.1.0,1.521,1.456,1.395
12 Apr,20:00:01,www.washington.edu,6,146.97.141.116,4.384,4.700,4.626
12 Apr,20:00:01,www.washington.edu,7,146.97.38.49,4.899,4.677,4.916
12 Apr,20:00:01,www.washington.edu,8,146.97.33.61,4.752,4.834,5.306
12 Apr,20:00:01,www.washington.edu,9,72.14.205.74,5.124,4.636,4.788
12 Apr,20:00:01,www.bijt.net,1,192.168.25.1,0.745,0.664,0.565
12 Apr,20:00:01,www.bijt.net,2,139.222.0.1,4.269,9.948,7.068
12 Apr,20:00:01,www.bijt.net,3,10.0.0.1,10.678,14.129,6.884
12 Apr,20:00:01,www.bijt.net,4,193.62.92.125,1.244,1.368,1.293
12 Apr,20:00:01,www.bijt.net,5,10.11.1.0,1.534,1.469,1.580
12 Apr,20:00:01,www.bijt.net,6,146.97.141.116,4.278,4.511,4.415
12 Apr,20:00:01,www.bijt.net,7,146.97.38.49,4.531,4.628,4.490
12 Apr,20:00:01,www.bijt.net,8,146.97.33.61,4.456,4.809,4.631
12 Apr,20:00:01,www.bijt.net,9,146.97.35.194,4.970,4.980,4.511
12 Apr,20:00:01,www.bijt.net,10,212.187.216.237,4.882,4.802,4.806
12 Apr,20:00:01,www.bijt.net,14,154.54.75.150,6.039,5.877,5.786
12 Apr,20:00:01,www.bijt.net,15,154.54.167.29,80.033,82.163,79.873
12 Apr,20:00:01,www.bijt.net,16,154.54.169.226,82.251,82.207,78.084
12 Apr,20:00:01,www.bijt.net,17,154.54.169.185,87.195,86.897,82.731
12 Apr,20:00:01,www.bijt.net,18,154.54.7.129,88.803,93.679,94.706
12 Apr,20:00:01,www.bijt.net,19,154.54.165.133,100.306,100.295,104.600
12 Apr,20:00:01,www.bijt.net,20,154.54.31.93,116.118,112.154,112.123
12 Apr,20:00:01,www.bijt.net,22,154.54.166.70,136.801,132.700,136.877
12 Apr,20:00:01,www.bijt.net,23,154.54.44.86,138.488,143.917,143.876
12 Apr,20:00:01,www.bijt.net,24,154.54.27.118,138.213,142.860,142.819
12 Apr,20:00:01,www.bijt.net,25,154.54.86.41,140.288,136.027,136.018
12 Apr,20:00:01,www.bijt.net,26,38.104.84.15,146.367,146.654,146.518
12 Apr,20:00:01,www.bijt.net,27,104.171.226.68,146.371,146.816,141.989
12 Apr,20:00:01,www.bijt.net,28,172.80.0.167,145.962,146.057,145.786
12 Apr,20:00:01,www.ntua.gr,1,192.168.25.1,0.608,0.527,0.434
12 Apr,20:00:01,www.ntua.gr,2,139.222.0.1,4.152,7.043,9.920
12 Apr,20:00:01,www.ntua.gr,4,193.62.92.125,1.398,1.311,1.227
12 Apr,20:00:01,www.ntua.gr,5,10.11.1.0,1.435,1.365,1.299
12 Apr,20:00:01,www.ntua.gr,6,146.97.141.116,4.103,4.530,4.462
12 Apr,20:00:01,www.ntua.gr,7,146.97.38.49,4.576,4.515,4.518
12 Apr,20:00:01,www.ntua.gr,8,146.97.33.5,5.738,5.594,5.529
12 Apr,20:00:01,www.ntua.gr,14,62.40.124.43,50.531,50.687,50.788
12 Apr,20:00:01,www.ntua.gr,15,62.217.100.72,60.383,60.213,64.239
12 Apr,20:00:01,www.ntua.gr,16,62.217.96.169,61.452,61.572,61.347
12 Apr,20:00:01,www.harenet.ad.jp,1,192.168.25.1,0.623,0.563,0.529
12 Apr,20:00:01,www.harenet.ad.jp,2,139.222.0.1,4.117,7.056,10.058
12 Apr,20:00:01,www.harenet.ad.jp,3,10.0.0.1,4.719,10.570,7.458
12 Apr,20:00:01,www.harenet.ad.jp,4,193.62.92.125,1.466,1.419,1.357
12 Apr,20:00:01,www.harenet.ad.jp,5,10.11.1.0,1.577,1.530,1.574
12 Apr,20:00:01,www.harenet.ad.jp,6,146.97.141.116,4.191,6.997,6.942
12 Apr,20:00:01,www.harenet.ad.jp,7,146.97.38.49,5.059,5.057,4.962
12 Apr,20:00:01,www.harenet.ad.jp,8,146.97.33.61,4.890,4.777,4.717
12 Apr,20:00:01,www.harenet.ad.jp,9,146.97.35.194,4.674,4.629,5.149
12 Apr,20:00:01,www.harenet.ad.jp,11,62.115.142.244,8.685,8.626,8.520
12 Apr,20:00:01,www.harenet.ad.jp,12,62.115.139.142,4.978,4.967,4.996
12 Apr,20:00:01,www.harenet.ad.jp,13,62.115.135.25,12.134,11.528,11.488
12 Apr,20:00:01,www.harenet.ad.jp,14,62.115.124.55,21.811,24.226,24.179
12 Apr,20:00:01,www.harenet.ad.jp,15,62.115.141.219,160.470,160.513,160.053
12 Apr,20:00:01,www.harenet.ad.jp,16,62.115.141.122,226.985,335.095,225.663
12 Apr,20:00:01,www.harenet.ad.jp,17,62.115.140.25,229.405,226.027,226.174
12 Apr,20:00:01,www.harenet.ad.jp,18,213.248.82.234,237.135,245.509,237.016
12 Apr,20:00:01,www.harenet.ad.jp,20,211.125.114.65,244.259,244.812,244.385
13 Apr,06:00:02,www.washington.edu,1,192.168.25.1,0.955,0.772,0.618
13 Apr,06:00:02,www.washington.edu,2,139.222.0.1,11.598,14.389,17.181
13 Apr,06:00:02,www.washington.edu,3,10.0.0.1,4.055,6.878,9.847
13 Apr,06:00:02,www.washington.edu,4,193.62.92.125,1.414,1.255,1.230
13 Apr,06:00:02,www.washington.edu,5,10.11.1.0,1.565,1.475,1.339
13 Apr,06:00:02,www.washington.edu,6,146.97.141.116,6.305,6.038,5.847
13 Apr,06:00:02,www.washington.edu,7,146.97.38.49,4.923,4.760,4.632
13 Apr,06:00:02,www.washington.edu,8,146.97.33.61,4.474,4.499,4.687
13 Apr,06:00:02,www.washington.edu,9,72.14.205.74,4.722,4.629,4.682
13 Apr,06:00:02,www.bijt.net,1,192.168.25.1,0.599,0.428,0.327
13 Apr,06:00:02,www.bijt.net,2,139.222.0.1,4.309,7.101,10.105
13 Apr,06:00:02,www.bijt.net,4,193.62.92.125,1.334,1.254,1.881
13 Apr,06:00:02,www.bijt.net,5,10.11.1.0,2.101,2.037,1.969
